prioridad,producto,multiunidad,razon_social,establecimientos,tamano,sector,actividad,correo,correo_nominal,telefono,web,colonia,cp
40,03 Expediente Vivo,sí,BOL SATELITE SA DE CV,2,31-50,Esparcimiento,Boliches,DUNIAE_MOLINA@HOTMAIL.COM,sí,,WWW.BOLSATELITEBOL300.COM,ZONA MILITAR CUARTEL XV,83145
40,03 Expediente Vivo,sí,SERVICIOS GASTRONOMICOS MASI SA DE CV,2,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,ASISTENCIADIRECTIVA2MOCHOMOS@GMAIL.COM,no,,WWW.MOCHOMOS.MX,COLINAS DEL BACHOCO,83104
40,03 Expediente Vivo,sí,HCBBJ RESTAURANTES SA DE CV,2,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,HOLYCOWCOLOSIO@GMAIL.COM,no,,WWW.HOLYCOW.COM.MX,VILLA SATELITE,83200
39,01 Dictamen IFS,no,ACUICOLA BELPA SA DE CV,1,51-100,Agro,Piscicultura en agua dulce,,no,6622750650,,NARCIZO MENDOZA,
39,01 Dictamen IFS,no,SCPP DE ALTURA EL CARDONAL SC DE RL DE CV,1,51-100,Agro,"Pesca y captura de peces, crustáceos, moluscos y otras especies",,no,6621954440,,EL CARDONAL,
39,01 Dictamen IFS,no,ASISTENCIA ADMINISTRATIVA DE SONORA SA DE CV,1,51-100,Construcción,Edificación de vivienda unifamiliar,,no,6622847375,,BANUS COSTA BRAVA,
39,01 Dictamen IFS,no,PROMOTORA DE INFRAESTRUCTURA MEXTO SA DE CV,1,51-100,Construcción,Edificación de vivienda unifamiliar,,no,6311161840,,CORCELES RESIDENCIAL,
39,01 Dictamen IFS,no,GRUPO ALIMENTARIO MAYIA SA DE CV,1,51-100,Manufactura,Elaboración de alimentos frescos para consumo inmediato,,no,6623423906,,BALDERRAMA,
39,01 Dictamen IFS,no,MOOSNI INTERNACIONAL SA DE CV,1,51-100,Manufactura,Fabricación de artículos deportivos,,no,6622159400,WWW.FITNESSLINE.COM.MM,AMAPOLAS,83020
39,03 Expediente Vivo,sí,ECONOLLANTAS SERVICIOS Y ACCESORIOS SA DE CV,3,11-30,Comercio menudeo,"Comercio al por menor de llantas y cámaras para automóviles, camioneta",CONTADOR@ECONOLLANTAS.COM,no,6622760460,WWW.ECONOLLANTAS.COM,FERROCARRILERA,
39,03 Expediente Vivo,no,PROAUTOMATION SA DE CV,3,11-30,Serv. profesionales,Servicios de ingeniería,CMENESES@PROAUTOMATION.COM.MX,no,6624790267,WWW.PROAUTOMATION.COM,PROYECTO RÍO SONORA,83270
39,01 Dictamen IFS,no,LICEO TECNOLOGICO DE SONORA SC,1,51-100,Educación,Escuelas del sector privado que combinan diversos niveles de educación,,no,6621406301,WWW.LICEOSONORA.EDU.MX,VILLAS DEL MEDITERRANEO,83220
39,01 Dictamen IFS,no,UNEMECA UNIDAD DE ESPECIALIDADEZ MEDICAS DE CIRUGIA AMBULATORIA,1,51-100,Salud,Otros centros del sector público para la atención de pacientes que no ,,no,6622516134,,PASEO RIO SONORA,83000
37,01 Dictamen IFS,no,ACUICOLA JAZMIN,1,31-50,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,ACUICOLAJAZMIN@OUTLOOK.COM,no,6623258297,,PREDIO SAN NICOLAS,
37,01 Dictamen IFS,no,COROSIS,1,31-50,Agro,Otros servicios relacionados con la agricultura,OFICINA@COROSIS.COM.MX,no,6622140981,,SAN BENITO,83190
37,01 Dictamen IFS,no,APAK CONSTRUCCIONES Y MANTENIIENTO SA DE CV,1,31-50,Construcción,Construcción de obras de urbanización,JOSE_ADANV@HOTMAIL.COM,sí,6624514573,,BALDERRMA,
37,01 Dictamen IFS,no,URBANIZACIONES Y DESARROLLOS VULOSASA SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",ADMINISTRACION@VULOSA.COM.MX,no,6622671180,,VALLE BONITO,
37,01 Dictamen IFS,no,CONSTRUCTORA ETRESON SA DE CV,1,31-50,Construcción,"Edificación de naves y plantas industriales, excepto la supervisión",ADMINISTRACION@ECRESON.MX,no,6624714403,WWW.ECRESO.MX,PERISUR,
37,01 Dictamen IFS,no,DESARROLLADORA PAGA-INMAE SA DE CV,1,31-50,Construcción,Edificación de vivienda multifamiliar,EGARCIA@OPESSA.NET,no,6624378520,INMAE.NET,CENTENARIO,
37,01 Dictamen IFS,no,JMF MOVIMIENTOS DE TIERRA SA DE CV,1,31-50,Construcción,Preparación de terrenos para la construcción,JMFMOVIMIENTODETIERRAS@GMAIL.COM,no,6621358023,,MONTEBELLO,
37,01 Dictamen IFS,no,MATERIADESARROLLOS SA DE CV,1,31-50,Construcción,Edificación de vivienda multifamiliar,HECTOR@MATERIADESARROLLOS.COM,no,6621862979,,PROYECTO RIO SONORA,
37,01 Dictamen IFS,no,NEVERIAS MOVILES SA DE CV,1,31-50,Manufactura,Elaboración de helados y paletas,CONTABILIDAD@HELADOSRICCO.COM.MX,no,6622120148,,CENTRO,83000
37,01 Dictamen IFS,no,BOPETNO SA DE CV,1,31-50,Manufactura,Fabricación de botellas de plástico,CONTRALORIA@DEMIZON.COM,no,6623171489,WWW.DEMIZON.COM,PRESA,83293
37,01 Dictamen IFS,no,FATUVISA SA,1,31-50,Manufactura,Fabricación de productos preesforzados de concreto,JOSE@FATUVISA.COM.MX,no,6622563864,WWW.FATUVISA.COM.MX,QUINTA EMILIA,
37,01 Dictamen IFS,no,THERVAL SA DE CV,1,31-50,Manufactura,Fabricación de otros productos de plástico de uso industrial sin refor,VENTAS@THERVAL.COM,no,6622848010,WWW.THERVAL.COM,LA VICTORIA,83304
37,01 Dictamen IFS,no,3GESTRUCTURAS Y MONTAJES SA DE CV,1,31-50,Manufactura,Fabricación de estructuras metálicas,GERMANG@3GESTRUCTURAS.COM,no,6621500994,WWW.3GESTRUCTURAS.COM,PARQUE INDUSTRIAL,83299
37,01 Dictamen IFS,no,CLIMOVIL SA DE CV,1,31-50,Manufactura,Fabricación de equipo de aire acondicionado y calefacción,HERMOSILLO@CLIMOVIL.COM,no,6624129827,WWW.CLIMOVILINDUSTRIAL.COM.MX,PIMENTEL,83188
37,01 Dictamen IFS,no,ENTRY MASTER BUILDRES SA DE CV,1,31-50,Manufactura,Fabricación de otra maquinaria y equipo para el comercio y los servici,ADMIN@ENTRYMB.COM,no,6621115029,ENTRYMB.COM,CENTRO,83000
37,01 Dictamen IFS,no,IRODI Y MAQUINADOS DE PRECISION SA DE CV,1,31-50,Manufactura,Maquinado de piezas metálicas para maquinaria y equipo en general,PGARCIA@IRODI.COM.MX,no,6622510447,WWW.IRODI.COM.MX,NUEVO HERMOSILLO,83296
37,01 Dictamen IFS,no,RAMYCO SA DE CV,1,31-50,Manufactura,Fabricación de equipo de refrigeración industrial y comercial,VENTAS@RAMYCO.COM.MX,no,6622150828,WWW.RAMYCO.COM.MX,SAN BENITO,83190
37,01 Dictamen IFS,no,SERVERA DEL NOROESTE SA DE CV,1,31-50,Manufactura,Fabricación de productos de herrería,CONTACTO@SERVER.COM.MX,no,6623430806,,VILLA HERMOSA,83280
37,01 Dictamen IFS,no,SUBMINISTRO Y SERVICIOS INDUSTRIALES DE HERMOSILLO SA DE CV,1,31-50,Manufactura,Fabricación de productos de herrería,DENGUZ63@HOTMAIL.COM,no,6623015674,,PALO VERDE,83280
37,01 Dictamen IFS,no,ENAEX MEXICO SA,1,31-50,Comercio mayoreo,Comercio al por mayor de productos químicos para la industria farmacéu,MARISSA.BELTRAN@ENAEX.COM,sí,6441735128,WWW.ENAEX.COM,PASEO DEL SOL,
37,01 Dictamen IFS,no,EXPLOSIVOS DEL PITIC SA DE CV,1,31-50,Comercio mayoreo,Comercio al por mayor de productos químicos para la industria farmacéu,OSCAR.CAMPOS@AUSTINPOWDER.COM,sí,8713537604,,SAN MARCOS,
37,01 Dictamen IFS,no,REFACCIONES EQUIPOS Y SERVICIOS INDUSTRIALES SA DE CV,1,31-50,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,RESISACONTAB2@RESISA.COM.MX,no,6624287354,WWW.RESISA.COM.MX,PARQUE INDUSTRIAL HERMOSILLO,
37,01 Dictamen IFS,no,LYM SERVICIOS MAR DE CORTEZ SA DE CV,1,31-50,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,CAPITALHUMANO@SWEM.MX,no,6621100300,WWW.AIRE.WS,Y GRIEGA,
37,01 Dictamen IFS,no,YARDA CASTELLANOS SA DE CV,1,31-50,Comercio mayoreo,Comercio al por mayor de desechos metálicos,CONTABILIDAD@YARDACASTELLANOS.COM.MX,no,6623456344,WWW.YARDACASTELLANOS.COM.MX,SOLIDARIDAD,
37,01 Dictamen IFS,no,DISTRIBUIDORA DE PRODUCTOS DE BELLEZA DON JUAN SC DE RL DE CV,1,31-50,Comercio menudeo,Comercio al por menor de artículos de perfumería y cosméticos,PEDIDOS@DONJUAN.MX,no,6622106166,WWW.DONJUAN.MX,JESUS GARCIA,83140
37,01 Dictamen IFS,no,CELULAR EXPRESS SA DE CV,1,31-50,Comercio menudeo,Comercio al por menor de teléfonos y otros aparatos de comunicación,CONTACTO@CELEX.COM,no,5578716500,WWW.CELEX.COM,SAHUARO,
37,01 Dictamen IFS,no,AUTOMOTORES GALOS DE HERMOSILLO SA,1,31-50,Comercio menudeo,Comercio al por menor de automóviles y camionetas nuevos,CARMEN.ESCARCEGA@GEMSOPROFESSIONAL.COM.MX,sí,6622898520,WWW.PEUGEOT.COM,SANTA FE,
37,01 Dictamen IFS,no,PIPESTONE INTERNATIONAL SA DE CV,1,31-50,Transportes,Otros servicios de intermediación para el transporte de carga,MARISA.ALMIRUDIES@PIPESTONE.COM,sí,6624707914,,SANTA FE,83240
37,01 Dictamen IFS,no,LA INDUSTRIA SOCIAL MX SA,1,31-50,Serv. profesionales,Diseño gráfico,MARTINRAMOS@INDUSTRIASOCIAL.COM.MX,no,6624760926,,CINCO DE MAYO,83010
37,01 Dictamen IFS,no,TRADECK EMPRESARIAL SC,1,31-50,Serv. profesionales,Servicios de consultoría en administración,TRADECKEMPRESARIAL@GMAIL.COM,no,6624298413,,EL CHOYAL,83136
37,01 Dictamen IFS,no,APPEL SOLITIONS CONTACT CENTER SA DE CV,1,31-50,Apoyo a negocios,Servicios de recepción de llamadas telefónicas y promoción por teléfon,ADMINITRACION@APPELCORP.MX,no,6624597904,,CENTRO,
37,01 Dictamen IFS,no,CENTRO DE DESARROLLO INFANTIL SNTESA SECCION 43,1,31-50,Educación,Escuelas de educación preescolar del sector público,CDISECCION43@HOTMAIL.COM,no,6622154895,,MISION DEL SOL,83100
37,03 Expediente Vivo,no,CENTRO DE ENSEÑANZA COREM AC,4,11-30,Educación,Escuelas de educación preescolar del sector privado,,no,6622181916,,UNION DE LADRILLEROS,83179
37,01 Dictamen IFS,no,ESCUELA DE COSMIATRIA MCC SA DE CV,1,31-50,Educación,Escuelas de educación superior del sector privado,ADMINISTRACION@UCMCC.EDU.MX,no,6623117297,WWW.UNIVERSIDADDECOSMETRIAMCC.COM,SAN BENITO,83190
37,01 Dictamen IFS,no,SECUNDARIA TECNICA 22 MARIA LILIA CEBALLOS CORRAL 26EST0022A,1,31-50,Educación,Escuelas de educación secundaria técnica del sector público,26EST0022A@ESCSONORA.EDU.MX,no,6623974881,,QUINTA ESMERALDA,83284
37,01 Dictamen IFS,no,INSTITUTO BICULTURAL WILLIAM SHAKESPEARE SC,1,31-50,Educación,Escuelas del sector privado que combinan diversos niveles de educación,PLAZA.JONATHAN@IBWS.EDU.MX,sí,6622113399,,LAS VISTAS,83147
37,01 Dictamen IFS,no,INSTITUTO REGIONAL DE GUAYMAS AC,1,31-50,Educación,Escuelas del sector privado que combinan diversos niveles de educación,ESCOLARIRGUA@OUTLOOK.COM,no,6622136062,WWW.IRG.COM.MX,ALTARES CIRIOS,83296
37,01 Dictamen IFS,no,UNIVERSIDAD PEDAGOGICA NACIONAL PLANTEL HERMOSILLO CRESON,1,31-50,Educación,Escuelas de educación superior del sector público,UPNH.DIRECCION@CRESON.EDU.MX,sí,6622153044,WWW.CRESON.SONORA.GOB.MX,LEY 57,83100
37,01 Dictamen IFS,no,SERVICIOS DE SLUD DE SONORA,1,31-50,Salud,Hospitales del sector público de otras especialidades médicas,CAPACITSHERMOSILLO@HOTMAIL.COM,no,6626384290,,OLIVARES,83180
37,01 Dictamen IFS,no,DIAZLAB LABORATORIO CLINICO SA DE CV,1,31-50,Salud,Laboratorios médicos y de diagnóstico del sector privado,ADMINISTRACION@DIAZLAB.COM,no,6623211262,WWW.DIAZLAB,CENTRO,83000
37,01 Dictamen IFS,no,RAQUEL FITNES CLUB SA DE CV,1,31-50,Esparcimiento,Centros de acondicionamiento físico del sector privado,FITMAIXMORELOS@FITMAX.COM.MX,no,6624110063,,COLINAS,83145
37,01 Dictamen IFS,no,JUCAN RESTAURANTES SA DE CV,1,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,JUCANRESTAURANTES@GMAIL.COM,no,6621189899,,VERSALLES RESIDENCIAL,83240
37,01 Dictamen IFS,no,LAS ESPADAS HERMOSILLO SA DE CV,1,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,PAGOSHMO@LASESPDAS.MX,no,6626885658,WWW.LASESPADASMEXICO.COM,PROYECTO RIO SONORA XXI,83270
37,01 Dictamen IFS,no,OPERADORA RESTAURANTERA LA CURA SA DE CV,1,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de pescados y mariscos,MARISCOSLACURA@GMAIL.COM,no,6623107625,,CENTRO,83000
37,01 Dictamen IFS,no,GH HOTELERA Y ARRENDADORA PROGRESO SA DE CV,1,31-50,Hospedaje y alimentos,Moteles,GHHOTELERA@HOTMAIL.COM,no,6626889259,,SOLIDARIDAD,83116
37,01 Dictamen IFS,no,COMEDOR INDUSTRIAL SA DE CV,1,31-50,Hospedaje y alimentos,Servicios de comedor para empresas e instituciones,AUXILIAR.PROFOOD@GMAIL.COM,sí,6622603030,,COLEGIO MILITAR AEROPUERTO,83220
37,01 Dictamen IFS,no,PARQUE DE PELOTA HMO SA DE CV,1,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,ADMINISTRACION@BALLPARK.MX,no,6621550682,,HACIENDA DEL SOL,83175
37,01 Dictamen IFS,no,OPERADORA DIQUI S SAPI DE CV,1,31-50,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,LOURDES.CERNA@HISHERMOSILLO.COM,sí,6625004600,,QUINTA EMILIA,83176
37,01 Dictamen IFS,no,MANTENIMIENTO ELECTROMECANICO INDUSTRIAL DEL PACIFICO SA DE CV,1,31-50,Otros servicios,Reparación y mantenimiento de maquinaria y equipo industrial,TALLERESMEI@PRODIGY.NET.MX,no,6622162305,,OLIVARES,83180
36,01 Dictamen IFS,no,ACUICOLA ALCATRAZ SA DE CV,1,51-100,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,,no,,,CASA BLANCA,
36,01 Dictamen IFS,no,AQUACULTIVOS DE KINO SA DE CV,1,51-100,Agro,Camaronicultura y acuicultura de otros crustáceos en agua salada,,no,,,CASABLANCA,
36,01 Dictamen IFS,no,DCTD CONSTRUCCION Y ACABADOS SA DE CV,1,51-100,Construcción,Edificación de vivienda unifamiliar,,no,,,SAN BENITO,83190
36,01 Dictamen IFS,no,DISEÑOS Y CONSTRUCCIONES DEL COBRE SA DE CV,1,51-100,Construcción,Construcción de obras de urbanización,,no,,,BACHOCO,
36,01 Dictamen IFS,no,RUBA DESARROLLOS SA DE CV SA DE CV,1,51-100,Construcción,Edificación de vivienda unifamiliar,,no,,,SANTA FE,83249
36,01 Dictamen IFS,no,SERVICIOS DE CONSTRUCCION E INGENIERIA DE PROYECTOS SA DE CV,1,51-100,Construcción,Edificación de vivienda unifamiliar,,no,,WWW.SECOIP.COM,SAN BENITO,
36,03 Expediente Vivo,no,SUSPIROS PASTELERIAS SA DE CV,3,11-30,Manufactura,Panificación tradicional,ATENCIONACLIENTES@SUSPIROSPASTELERIAS.COM,no,,WWW.SUSPIROSPASTELERIAS.COM,VILLA SATELITE,83200
36,01 Dictamen IFS,no,PRODUCTOS HOSPITALARIOS SA DE CV,1,51-100,Manufactura,Fabricación de preparaciones farmacéuticas,,no,,WWW.SAFEPH.COM.MX,MIRASOLES,83170
36,01 Dictamen IFS,no,LG AUTOMATION SA DE CV,1,51-100,Manufactura,Fabricación de otra maquinaria y equipo para la industria en general,,no,,LGAUTOMATION.COM.MX,PARQUE INDUSTRIAL,83297
36,01 Dictamen IFS,no,ELECTRICA AB SA DE CV,1,51-100,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,,no,,WWW.GRUPOABSA.COM,PROYECTO RIO SONORA,
36,01 Dictamen IFS,no,GAS NATURAL DEL NOROESTE SA DE CV,1,51-100,Comercio mayoreo,Comercio al por mayor de combustibles de uso industrial,,no,,,EL LLANO,83210
36,01 Dictamen IFS,no,GRAINGER SA DE CV,1,51-100,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,,no,,WWW.GRAINGER.COM.MX,PROYECTO RIO SONORA,83270
36,03 Expediente Vivo,sí,MILANO OPERADORA SA DE CV,3,11-30,Comercio menudeo,"Comercio al por menor de ropa, excepto de bebé y lencería",ATENCION.MILANO@MILANO.COM,sí,,WWW.MILANO.COM,CENTRO,
36,03 Expediente Vivo,sí,ITX RETAIL MEXICO SA DE CV,3,11-30,Comercio menudeo,"Comercio al por menor de ropa, excepto de bebé y lencería",DATOSPERSONALES@CORPORACIONDESERVICIOSXXI.MX,no,,WWW.PULLANDBEAR.COM/MX/,PROYECTO RIO SONORA,83280
36,03 Expediente Vivo,sí,CIRCULO LLANTERO SA DE CV,3,11-30,Comercio menudeo,"Comercio al por menor de llantas y cámaras para automóviles, camioneta",CP_JFREAL@CIRCULOLLANTERO.COM.MX,sí,,WWW.CIRCULOLLANTERO.COM,SAN BENITO,
36,03 Expediente Vivo,sí,COMERCIAL DPORTENIS SA DE CV,3,11-30,Comercio menudeo,Comercio al por menor de artículos y aparatos deportivos,SAUL.CRISTERNA@DPORTENIS.COM.MX,sí,,WWW.DPORTENIS.MX,CENTRO,83000
36,03 Expediente Vivo,sí,HOLA EL MANDADITO SA DE CV,3,11-30,Comercio menudeo,Comercio al por menor en minisupers,TESORERIA@ELMANDADITO.MX,no,,WWW.ELMANDADITO.COM.MX,LAS LOMAS,83293
36,01 Dictamen IFS,no,TRESS SOPORTE Y CONSULTORIA SC,1,51-100,Comercio menudeo,Comercio al por menor de bisutería y accesorios de vestir,,no,,,LOMALINDA,83150
36,01 Dictamen IFS,no,NIKE DE MEXICO S DE RL DE CV,1,51-100,Comercio menudeo,Comercio al por menor de artículos y aparatos deportivos,,no,,NIKE.COM,BUGAMBILIAS,
36,01 Dictamen IFS,no,SANBORNS HERMANOS SA DE CV,1,51-100,Comercio menudeo,Comercio al por menor en tiendas departamentales,,no,,WWW.SANBORNS.COM.MX,CENTRO,83000
36,03 Expediente Vivo,sí,SUPER MC DEL NOROESTE SA DE CV,3,11-30,Comercio menudeo,Comercio al por menor en minisupers,SILVIAGM730607@GMAIL.COM,no,,,PALO VERDE,83280
36,03 Expediente Vivo,sí,GRUPO PARISINA SA DE CV,3,11-30,Comercio menudeo,Comercio al por menor de telas,BKPLAZAA@LAPARISINA.COM.MX,no,,WWW.LAPARISINA.MX,CENTRO,
36,03 Expediente Vivo,sí,OPERADORA RIO COLORADO S DE RL DE CV,3,11-30,Comercio menudeo,Comercio al por menor de gasolina y diesel,KAREN.BAEZ@GRUPOCENTRA.MX,sí,,,CENTENARIO,
36,01 Dictamen IFS,no,T Y T LOGISTICA Y SERVICIOS SA DE CV,1,51-100,Transportes,Otro autotransporte foráneo de carga especializado,,no,,,CENTRO,83000
36,01 Dictamen IFS,no,PEMEX LOGISTICA,1,51-100,Transportes,Otros servicios de intermediación para el transporte de carga,,no,,WWW.PEMEX.COM,HERMOSILLO,83118
36,01 Dictamen IFS,no,TRANSPORTES LARMEX SA DE CV,1,51-100,Transportes,Autotransporte foráneo de materiales y residuos peligrosos,,no,,WWW.TRAYECTO.COM,PARQUE INDUSTRIAL,83297
36,01 Dictamen IFS,no,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES  INFONAV,1,51-100,Financieros,Fondos y fideicomisos financieros,,no,,WWW.INFONAVIT.ORG.MX,PROYECTO RIO SONORA,83270
36,01 Dictamen IFS,no,GRUPO MEXICANO DE SEGUROS SA DE CV,1,51-100,Financieros,Compañías de seguros,,no,,,METROCENTRO,83250
36,01 Dictamen IFS,no,TERTIUS SAPI DE CV,1,51-100,Financieros,Sociedades financieras de objeto múltiple,,no,,WWW.TERTIUS.COM.MX,SAN BENITO,83180
36,03 Expediente Vivo,no,CORPORATIVO CABSA SA DE CV,3,11-30,Serv. profesionales,Otros servicios relacionados con la contabilidad,RECEPCION@GENSO.COM,no,,WWW.GEMSO.COM,COUNTRY CLUB,83010
36,01 Dictamen IFS,no,SERVICIOS DE SEGURIDAD PRIVADA Y LIMPIEZA DEL NORESTE SA DE CV,1,51-100,Apoyo a negocios,Servicios de protección y custodia mediante el monitoreo de sistemas d,,no,,,PITIC,83150
36,01 Dictamen IFS,no,COLEGIO DE BACHILLERE,1,51-100,Educación,Escuelas de educación media superior del sector público,,no,,COBACH.SONORA.EDU,CALIFORNIA RECIDENCIAL,83177
36,01 Dictamen IFS,no,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SONORA PLANTEL HERMOSILLO 3 26ETC0016P,1,51-100,Educación,Escuelas de educación media superior del sector público,,no,,,EL MARIACHI,83040
36,01 Dictamen IFS,no,INSTITUTO PARA LA CAPACITACION DE TRABAJO DEL ESTADO DE SONORA,1,51-100,Educación,Escuelas del sector público dedicadas a la enseñanza de oficios,,no,,ICATSON.SONORA.GOB.MX,PROYECTO RIO SONORA,83280
36,01 Dictamen IFS,no,CIDEN CENTRO INFANTIL PARA EL DESARROLLO NAUROCONDUCTUAL,1,51-100,Salud,Consultorios del sector público de audiología y de terapia ocupacional,,no,,,PASEO RIO SONORA,83000
36,01 Dictamen IFS,no,INSTITUTO DE SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO,1,51-100,Salud,Hospitales generales del sector público,,no,,WWW.ISSSTE.COM.MX.GOB,SACRAMENTO,83144
36,01 Dictamen IFS,no,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA,1,51-100,Salud,Consultorios de medicina general del sector público,,no,,ISSSTESON.SONORA.GOB.MX,LAS ISABELES,83120
36,01 Dictamen IFS,no,OPERADORA MARICEL SA DE CV,1,51-100,Esparcimiento,Otros juegos de azar,,no,,,EL LLANO,83210
36,03 Expediente Vivo,sí,GRUPO LAS SOMBRILLAS SA DE CV,3,11-30,Hospedaje y alimentos,Restaurantes con servicio de preparación de alimentos a la carta o de ,ITZEL@TABUSUSHI.COM,no,,WWW.TABUSUSHI.COM,VALLE VERDE,83200
35,03 Expediente Vivo,sí,INSTITUTO MEXICANO DE SEGURIDAD SOCIAL,2,31-50,Salud,Servicios de orientación y trabajo social para la niñez y la juventud ,,no,6622156414,,CONSTITUCION,83150
34,01 Dictamen IFS,no,AGROPECUARIA SAN ALBERTO SA,1,31-50,Agro,Beneficio de productos agrícolas,AGROPSA84@HOTMAIL.COM,no,,,AMAPOLAS,83020
34,01 Dictamen IFS,no,NATURE SELECT SA DE CV,1,31-50,Agro,Beneficio de productos agrícolas,CONTABILIDAD@PCGROUP.COM.MX,no,,,CAMPO EL NAINARI,83324
34,01 Dictamen IFS,no,ESMERALDA NAVARRO NAVARRO SA DE CV,1,31-50,Minería,Otros servicios relacionados con la minería,GYEOMANS@IMDEX-CASCABEL.COM,no,,,BUGAMBILIAS,
34,01 Dictamen IFS,no,MEXITAL MINING SA DE CV,1,31-50,Minería,Minería de oro,PEDRO.OCHOA@MEXITALMINING.COM,sí,,,SAN BENITO,
34,01 Dictamen IFS,no,QUIRIEGO GOLD SA DE CV,1,31-50,Minería,Minería de oro,TANYA.MORALES@QUIRIEGOGD.COM,sí,,,SAHUARO,
34,01 Dictamen IFS,no,TORNADO DRILLING SA DE CV,1,31-50,Minería,Otros servicios relacionados con la minería,CONTABILIDAD@TORNADO-DRILLING.COM,no,,WWW.TORO-DRILLING.COM,PARQUE INDUSTRIAL,83299
34,01 Dictamen IFS,no,FUERZA Y ENERGIA DE HERMOSILLO SA DE CV,1,31-50,Energía y agua,Generación de electricidad a partir de combustibles fósiles,ARTURO.GONZALEZ@NATURGY.COM,sí,,,LA MANGA,83220
34,01 Dictamen IFS,no,AURUM ARQUITECTOS SC,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",DIRECCION@AURUMARQUITECTOS.COM,no,,,SANTA FE,
34,01 Dictamen IFS,no,BEJIM PLANEA Y CONSTRUYE SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",IRENE.OJEDA@GRUPO-IS.COM,sí,,,SAN LUIS,83190
34,01 Dictamen IFS,no,CONSTRUCCIONES Y PROYECTOS ZUMUACHUARI SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",ZUMUACHUARI@HOTMAIL.COM,no,,,SAN BENITO,
34,01 Dictamen IFS,no,CONSTRUCTORA ANAMARK SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",VENTASCOANAMARK@HOTMAIL.COM,no,,,COLONIA SAN BENITO,
34,01 Dictamen IFS,no,CONSTRUCTORA CAPUCCINO SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",CAPUCCINO7A@HOTMAIL.COM,no,,,UNION DE LADRILLEROS,
34,01 Dictamen IFS,no,CONSTRUCTORA TERRA BMT SA DE CV,1,31-50,Construcción,Construcción de obras de generación y conducción de energía eléctrica,TERRABMT@GMAIL.COM,no,,,MODELO,
34,01 Dictamen IFS,no,CONSTRUCTORA XTRA SA DE CV,1,31-50,Construcción,Edificación de vivienda unifamiliar,CONSTRUCTORAXTRA@HOTMAIL.COM,no,,,CAPISTRANO,
34,01 Dictamen IFS,no,CONSTRUCCIONES QUINTO ESTUDIO SA DE CV,1,31-50,Construcción,Edificación de vivienda unifamiliar,FACTURAS@QUINTOESTUDIO.COM,no,,WWW.QUINTOESTUDIO.COM,LOMAS PITIC,
34,01 Dictamen IFS,no,CORSON COMERCIAL,1,31-50,Construcción,Construcción de obras de urbanización,CONTABILIDAD@CORONCOMERCIAL.COM,no,,,SAN BENITO,
34,01 Dictamen IFS,no,DESARROLLOS PROVIDA SA DE CV,1,31-50,Construcción,Edificación de vivienda unifamiliar,YFRANCO@DESARROLLOSPROVIDA.COM,no,,WWW.DESARROLLOSPROVIDA.COM,PROVINCIAS,
34,01 Dictamen IFS,no,DISEÑO Y MECANICA AGROINDUSTRIAL SA DE CV,1,31-50,Construcción,Construcción de sistemas de riego agrícola,DIMECSA.GRUPOMOLINA@HOTMAIL.COM,sí,,,SAN JOSE DE LAS MINITAS,83285
34,01 Dictamen IFS,no,DR 51 CONSTRURENTAS SA DE CV,1,31-50,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",INFORMACION.DR51@GMAIL.COM,no,,,SAN BENITO,83190
